eo_number,document_number,title,president,signing_date,publication_date,citation,body_char_count,pdf_url,raw_text_url,summary,primary_topic,primary_topic_as_extracted,topic_other_reason,secondary_topics,instrument,instrument_other_reason,finish_reason
12956,95-6588,"Executive Order 12956 of March 13, 1995",William J. Clinton,1995-03-13,1995-03-15,60 FR 14199,1498,https://www.govinfo.gov/content/pkg/FR-1995-03-15/pdf/95-6588.pdf,https://www.federalregister.gov/documents/full_text/text/1995/03/15/95-6588.txt,"The order designates the Israel‑United States Binational Industrial Research and Development Foundation as a public international organization entitled to enjoy the privileges, exemptions, and immunities conferred by the International Organizations Immunities Act.",technology_and_research,,,[],delegates_authority,,stop
12957,95-6849,Prohibiting Certain Transactions With Respect to the Development of Iranian Petroleum Resources,William J. Clinton,1995-03-15,1995-03-17,60 FR 14615,5185,https://www.govinfo.gov/content/pkg/FR-1995-03-17/pdf/95-6849.pdf,https://www.federalregister.gov/documents/full_text/text/1995/03/17/95-6849.txt,"Executive Order 12957 prohibits U.S. persons from entering into contracts or providing guarantees for the development of Iranian petroleum resources, thereby imposing sanctions.",energy_and_environment,,,[],imposes_sanctions,,stop
12958,95-9941,Classified National Security Information,William J. Clinton,1995-04-17,1995-04-20,60 FR 19825,89077,https://www.govinfo.gov/content/pkg/FR-1995-04-20/pdf/95-9941.pdf,https://www.federalregister.gov/documents/full_text/text/1995/04/20/95-9941.txt,"Executive Order 12958 establishes a uniform system for classifying, safeguarding, and declassifying national security information. It creates the Information Security Oversight Office, the Interagency Security Classification Appeals Panel, and the Information Security Policy Advisory Council, and assigns the Director of the Office of Management and Budget and the Director of the Information Security Oversight Office various duties to implement and enforce the system. The order sets deadlines for the order’s effectiveness, automatic declassification, and agency notifications.",security_and_defense,,,"[""government_administration""]",creates_body,,stop
12959,95-11694,Prohibiting Certain Transactions With Respect to Iran,William J. Clinton,1995-05-06,1995-05-09,60 FR 24757,10025,https://www.govinfo.gov/content/pkg/FR-1995-05-09/pdf/95-11694.pdf,https://www.federalregister.gov/documents/full_text/text/1995/05/09/95-11694.txt,"The order prohibits a wide range of transactions involving Iran, effectively imposing sanctions on Iranian-origin goods, services, and related financial activities.",foreign_policy,,,[],imposes_sanctions,,stop
12960,95-12285,"Amendments to the Manual for Courts-Martial, United States, 1984",William J. Clinton,1995-05-12,1995-05-17,60 FR 26647,95716,https://www.govinfo.gov/content/pkg/FR-1995-05-17/pdf/95-12285.pdf,https://www.federalregister.gov/documents/full_text/text/1995/05/17/95-12285.txt,"Executive Order 12960 amends the Manual for Courts‑Martial, United States, 1984; the amendments become effective on June 10 1995; and the order references earlier executive orders that originally prescribed the Manual.",justice_and_law_enforcement,,,[],revokes_or_amends,,stop
12961,95-13484,Presidential Advisory Committee on Gulf War Veterans' Illnesses,William J. Clinton,1995-05-26,1995-05-31,60 FR 28507,7102,https://www.govinfo.gov/content/pkg/FR-1995-05-31/pdf/95-13484.pdf,https://www.federalregister.gov/documents/full_text/text/1995/05/31/95-13484.txt,"Executive Order 12961 (May 26 1995) creates the Presidential Advisory Committee on Gulf War Veterans’ Illnesses, defines its composition and leadership, assigns reporting and advisory functions, sets reporting deadlines, and provides for its termination.",health,,,[],creates_body,,stop
12962,95-14407,Recreational Fisheries,William J. Clinton,1995-06-07,1995-06-09,60 FR 30769,8824,https://www.govinfo.gov/content/pkg/FR-1995-06-09/pdf/95-14407.pdf,https://www.federalregister.gov/documents/full_text/text/1995/06/09/95-14407.txt,"Executive Order 12962 establishes a new inter‑agency council, directs federal agencies and the council to develop plans and reports, and assigns new responsibilities to an existing partnership council.",energy_and_environment,,,[],creates_body,,stop
12963,95-14983,Presidential Advisory Council on HIV/AIDS,William J. Clinton,1995-06-14,1995-06-16,60 FR 31905,3990,https://www.govinfo.gov/content/pkg/FR-1995-06-16/pdf/95-14983.pdf,https://www.federalregister.gov/documents/full_text/text/1995/06/16/95-14983.txt,"Executive Order 12963 (1995) creates the Presidential Advisory Council on HIV/AIDS and sets its composition, leadership, functions, and administrative support.",health,,,[],creates_body,,stop
12964,95-15760,Commission on United States-Pacific Trade and Investment Policy,William J. Clinton,1995-06-21,1995-06-26,60 FR 33095,6456,https://www.govinfo.gov/content/pkg/FR-1995-06-26/pdf/95-15760.pdf,https://www.federalregister.gov/documents/full_text/text/1995/06/26/95-15760.txt,"Executive Order 12964 establishes the Commission on United States‑Pacific Trade and Investment Policy, directs it to submit a report by a specific date, and sets a termination rule for the commission.",trade,,,[],creates_body,,stop
12965,95-16320,Further Amendment to Executive Order No. 12852,William J. Clinton,1995-06-27,1995-06-30,60 FR 34087,839,https://www.govinfo.gov/content/pkg/FR-1995-06-30/pdf/95-16320.pdf,https://www.federalregister.gov/documents/full_text/text/1995/06/30/95-16320.txt,Executive Order 12965 amends a provision of EO 12852 to set a new expiration date for the President’s Council on Sustainable Development.,energy_and_environment,,,[],revokes_or_amends,,stop
12966,95-17828,Foreign Disaster Assistance,William J. Clinton,1995-07-14,1995-07-18,60 FR 36949,3324,https://www.govinfo.gov/content/pkg/FR-1995-07-18/pdf/95-17828.pdf,https://www.federalregister.gov/documents/full_text/text/1995/07/18/95-17828.txt,Executive Order 12966 directs the Secretary of Defense to provide foreign disaster assistance and sets the conditions and coordination required.,foreign_policy,,,[],delegates_authority,,stop
12967,95-19174,Establishing an Emergency Board To Investigate Disputes Between Metro North Commuter Railroad and Its Employees Represented by Certain Labor Organizations,William J. Clinton,1995-07-31,1995-08-02,60 FR 39623,4183,https://www.govinfo.gov/content/pkg/FR-1995-08-02/pdf/95-19174.pdf,https://www.federalregister.gov/documents/full_text/text/1995/08/02/95-19174.txt,Executive Order 12967 establishes a three‑member emergency board to investigate Metro North commuter‑rail labor disputes and sets reporting deadlines.,labor_and_workforce,,,[],creates_body,,stop
12968,95-19654,Access to Classified Information,William J. Clinton,1995-08-02,1995-08-07,60 FR 40245,47524,https://www.govinfo.gov/content/pkg/FR-1995-08-07/pdf/95-19654.pdf,https://www.federalregister.gov/documents/full_text/text/1995/08/07/95-19654.txt,"Executive Order 12968 establishes a uniform federal personnel‑security program for employees who need access to classified information, delegating authority to agency heads and the Security Policy Board and setting several 180‑day implementation deadlines.",security_and_defense,,,[],delegates_authority,,stop
12969,95-19972,Federal Acquisition and Community Right-To-Know,William J. Clinton,1995-08-08,1995-08-10,60 FR 40989,15176,https://www.govinfo.gov/content/pkg/FR-1995-08-10/pdf/95-19972.pdf,https://www.federalregister.gov/documents/full_text/text/1995/08/10/95-19972.txt,Executive Order 12969 directs the EPA and Federal agencies to implement procurement requirements that promote environmental health by requiring contractors to report toxic chemical releases.,energy_and_environment,,,[],delegates_authority,,stop
12970,95-23338,Further Amendment to Executive Order No. 12864,William J. Clinton,1995-09-14,1995-09-18,60 FR 48359,954,https://www.govinfo.gov/content/pkg/FR-1995-09-18/pdf/95-23338.pdf,https://www.federalregister.gov/documents/full_text/text/1995/09/18/95-23338.txt,"Amends EO 12864 by replacing the two‑year charter period for the United States Advisory Council on the National Information Infrastructure with a fixed date of June 1, 1996, unless extended.",technology_and_research,,,[],revokes_or_amends,,stop
12971,95-23423,Amendment to Executive Order No. 12425,William J. Clinton,1995-09-15,1995-09-19,60 FR 48617,873,https://www.govinfo.gov/content/pkg/FR-1995-09-19/pdf/95-23423.pdf,https://www.federalregister.gov/documents/full_text/text/1995/09/19/95-23423.txt,Amends Executive Order 12425 to delete specific language concerning customs duties and internal‑revenue taxes in the first sentence.,justice_and_law_enforcement,,,[],revokes_or_amends,,stop
12972,95-23581,Amendment to Executive Order No. 12958,William J. Clinton,1995-09-18,1995-09-21,60 FR 48863,904,https://www.govinfo.gov/content/pkg/FR-1995-09-21/pdf/95-23581.pdf,https://www.federalregister.gov/documents/full_text/text/1995/09/21/95-23581.txt,Executive Order 12972 amends the definition of “agency” in Executive Order 12958.,security_and_defense,,,[],revokes_or_amends,,stop
12973,95-24649,Amendment to Executive Order No. 12901,William J. Clinton,1995-09-27,1995-10-02,60 FR 51665,1033,https://www.govinfo.gov/content/pkg/FR-1995-10-02/pdf/95-24649.pdf,https://www.federalregister.gov/documents/full_text/text/1995/10/02/95-24649.txt,The order amends Executive Order 12901 by changing the years in section 1.,trade,,,[],revokes_or_amends,,stop
12974,95-24754,Continuance of Certain Federal Advisory Committees,William J. Clinton,1995-09-29,1995-10-03,60 FR 51875,4685,https://www.govinfo.gov/content/pkg/FR-1995-10-03/pdf/95-24754.pdf,https://www.federalregister.gov/documents/full_text/text/1995/10/03/95-24754.txt,Executive Order 12974 continues a list of federal advisory committees and revokes two earlier orders that established committees that have terminated.,government_administration,,,[],revokes_or_amends,,stop
12975,95-24921,Protection of Human Research Subjects and Creation of National Bioethics Advisory Commission,William J. Clinton,1995-10-03,1995-10-05,60 FR 52063,9557,https://www.govinfo.gov/content/pkg/FR-1995-10-05/pdf/95-24921.pdf,https://www.federalregister.gov/documents/full_text/text/1995/10/05/95-24921.txt,"Executive Order 12975 creates the National Bioethics Advisory Commission (NBAC) to advise on bioethical issues, especially the protection of human research subjects, and sets reporting and termination deadlines.",health,,,[],creates_body,,stop
