eo_number,document_number,relation,target_eo_number,target_type,target_label,in_part,source,source_quote,quote_trimmed
12935,94-27135,amends,11157,executive_order,Executive Order 11157,0,model,"Section 303(e) of Executive Order No. 11157 ... is further amended by striking out ``-- (1) the member is under orders with troops operating against an enemy, actual or potential; or (2)''.",0
12935,94-27135,amends,11157,executive_order,Executive Order 11157,0,model,"Section 401(b) of Executive Order No. 11157 ... is further amended by striking out ``service by a member under orders with troops operating against an enemy, actual or potential, or''",0
12935,94-27135,amends,11157,executive_order,EO 11157,0,fr_disposition_notes,"Amends: EO 11157, June 22, 1964",0
12936,94-28430,amends,,,"Manual for Courts-Martial, United States, 1984",0,model,"Executive Order 12936--Amendments to the Manual for Courts-Martial, United States, 1984",0
12936,94-28430,amends,12473,executive_order,EO 12473,0,fr_disposition_notes,"Amends: EO 12473, April 13, 1984",0
12936,94-28430,references,12484,executive_order,EO 12484,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12936,94-28430,references,12550,executive_order,EO 12550,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12936,94-28430,references,12586,executive_order,EO 12586,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12936,94-28430,references,12708,executive_order,EO 12708,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12936,94-28430,references,12767,executive_order,EO 12767,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12936,94-28430,references,12888,executive_order,EO 12888,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12936,94-28430,references,12960,executive_order,EO 12960,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12936,94-28430,references,13086,executive_order,EO 13086,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12936,94-28430,references,13140,executive_order,EO 13140,0,fr_disposition_notes,"See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12960, May 12, 1995; EO 13086, May 27, 1998; EO 13140, October 6, 1999",0
12938,94-28487,revokes,12735,executive_order,Executive Order 12735 (1990‑11‑16),0,model,"Executive Order No. 12735 of November 16, 1990, and Executive Order No. 12930 of September 29, 1994, are hereby revoked.",0
12938,94-28487,revokes,12930,executive_order,Executive Order 12930 (1994‑09‑29),0,model,"Executive Order No. 12735 of November 16, 1990, and Executive Order No. 12930 of September 29, 1994, are hereby revoked.",0
12939,94-29541,amended_by,13094,executive_order,EO 13094,0,fr_disposition_notes,"Amended by: EO 13094, July 28, 1998; EO 13128, June 25, 1999; EO 13382, June 28, 2005;",0
12939,94-29541,amended_by,13128,executive_order,EO 13128,0,fr_disposition_notes,"Amended by: EO 13094, July 28, 1998; EO 13128, June 25, 1999; EO 13382, June 28, 2005;",0
12939,94-29541,amended_by,13382,executive_order,EO 13382,0,fr_disposition_notes,"Amended by: EO 13094, July 28, 1998; EO 13128, June 25, 1999; EO 13382, June 28, 2005;",0
12939,94-29541,references,,,"section 1440 of title 8, United States Code",0,model,"including section 1440 of title 8, United States Code",0
12939,94-29541,references,,,"section 1440(b) of title 8, United States Code",0,model,"as provided in section 1440(b) of title 8, United States Code",0
12939,94-29541,references,,notice,"Notice of November 8, 1995",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 12, 1996",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 12, 1997",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 12, 1998",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 10, 1999",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 9, 2000",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,13159,executive_order,EO 13159,0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,13206,executive_order,EO 13206,0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 9, 2001",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 6, 2002",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of October 29, 2003",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 4, 2004",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of October 25, 2005",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of October 27, 2006",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 8, 2007",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 10, 2008",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,references,,notice,"Notice of November 6, 2009",0,fr_disposition_notes,"See: Notice of November 8, 1995; Notice of November 12, 1996; Notice of November 12, 1997; Notice of November 12, 1998; Notice of November 10, 1999; Notice of November 9, 2000; EO 13159, June 21, 2000; EO 13206, April 4, 2001; Notice of November 9, 2001; Notice of November 6, 2002; Notice of October",0
12939,94-29541,revokes,12735,executive_order,EO 12735,0,fr_disposition_notes,"Revokes: EO 12735, November 16, 1990; EO 12930, September 29, 1994;",0
12939,94-29541,revokes,12930,executive_order,EO 12930,0,fr_disposition_notes,"Revokes: EO 12735, November 16, 1990; EO 12930, September 29, 1994;",0
12940,94-29663,amends,,,"Civil Service Rule VI, subsection (c) of section 6.8",0,model,subsection (c) of section 6.8 of Civil Service Rule VI (5 C.F.R. 6.8) is revised to read as follows:,0
12940,94-29663,supersedes,12300,executive_order,Executive Order 12300,0,model,This order supersedes Executive Order No. 12300.,0
12940,94-29663,supersedes,12300,executive_order,EO 12300,0,fr_disposition_notes,"Supersedes: EO 12300, March 23, 1981",0
12941,94-30035,references,,,Interagency Committee on Seismic Safety in Construction (ICSSC),0,model,"developed, issued, and maintained by the Interagency Committee on Seismic Safety in Construction (ICSSC)",0
12941,94-30035,references,,,FEMA Guidelines for Seismic Rehabilitation of Buildings,0,model,within 2 years of the publication of the first edition of FEMA's Guidelines for Seismic Rehabilitation of Buildings and Commentary,0
12941,94-30035,references,,,Earthquake Hazards Reduction Act of 1977,0,model,in furtherance of the Earthquake Hazards Reduction Act of 1977,0
