eo_number,document_number,kind,detail,created_at
14072,2022-09138,dropped_unverifiable,shall ... submit a report to the National Climate Task Force to identify key opportunities for greater deployment of nature‑based solutions across the Federal Government,2026-09-04T13:35:55+00:00
14074,2022-11810,dropped_unverifiable,"The Attorney General shall, within 180 days of the date of this order, develop and publish a report on best practices to address law‑enforcement officer wellness",2026-09-04T13:34:20+00:00
14074,2022-11810,dropped_unverifiable,"The Attorney General shall, within 180 days of the date of this order, develop an evidence‑informed training module for law‑enforcement officers on implicit bias",2026-09-04T13:34:20+00:00
14074,2022-11810,dropped_unverifiable,"The Attorney General shall, within 180 days of the date of this order, request the National Academy of Sciences … to conduct a study of facial recognition technology",2026-09-04T13:34:20+00:00
14074,2022-11810,dropped_unverifiable,"The Attorney General shall, within 120 days of the date of this order, publish a report on the steps the DOJ has taken … to fully implement the Death in Custody Reporting Act of 2013",2026-09-04T13:34:20+00:00
14074,2022-11810,dropped_unverifiable,"The Attorney General shall, within 180 days of the date of this order, submit a report to the President … to ensure restrictive housing … is used rarely, applied fairly, and subject to reasonable constraints",2026-09-04T13:34:20+00:00
14074,2022-11810,dropped_unverifiable,"The Attorney General shall, within 180 days of the date of this order, submit a report to the President summarizing First Step Act implementation",2026-09-04T13:34:20+00:00
14074,2022-11810,dropped_unverifiable,"The Attorney General shall, within 120 days of the date of this order, review the status of LEAs transitioning … and shall submit a report to the President",2026-09-04T13:34:20+00:00
14076,2022-15138,dropped_unverifiable,Sec. 5(a) ... The Task Force shall work to identify and coordinate activities to protect and strengthen access to essential reproductive healthcare services.,2026-09-04T13:34:09+00:00
14080,2022-18840,dropped_unverifiable,references EO 14126,2026-09-04T13:34:27+00:00
14086,2022-22531,dropped_unverifiable,"The Director shall, in consultation with the Attorney General, the CLPO, and the PCLOB, update those policies and procedures as necessary to implement the privacy and civil liberties safeguards in this order",2026-09-04T13:35:39+00:00
14086,2022-22531,dropped_unverifiable,The Director must obtain from the Civil Liberties Protection Officer of the Office of the Director of National Intelligence (CLPO) an assessment,2026-09-04T13:35:39+00:00
14098,2023-09826,dropped_unverifiable,"Nothing in this order shall affect the continued effectiveness of any action taken pursuant to Executive Order 13761 of January 13, 2017 ... and Executive Order 13804 of July 11, 2017",2026-09-04T13:36:39+00:00
14103,2023-16570,dropped_unverifiable,Sec. 3. ... Part II of the Manual is amended as described in Annex 3,2026-09-04T13:37:23+00:00
14104,2023-16636,dropped_unverifiable,"the heads of agencies … shall ensure that the waiver process … is consistent … with Executive Order 14005 of January 25, 2021",2026-09-04T13:38:24+00:00
14134,2025-00595,dropped_unverifiable,Sec. 1. Order of Succession. (a) ... shall act as and perform the functions and duties of the office of Secretary of Agriculture,2026-09-04T13:39:33+00:00
14140,2025-00622,dropped_unverifiable,"the order is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law or in equity",2026-09-04T13:40:14+00:00
14141,2025-01395,dropped_unverifiable,"the order references Executive Order 14028, Executive Order 14110, and Executive Order 14126",2026-09-04T13:40:39+00:00
14144,2025-01470,dropped_unverifiable,amends EO 13694,2026-09-04T13:41:38+00:00
14150,2025-01952,dropped_unverifiable,references EO 13985,2026-09-04T13:40:46+00:00
14166,2025-02087,dropped_unverifiable,"the Act ... regulates “foreign adversary controlled applications,” specifically those operated by TikTok and any other subsidiary of its China-based parent company, ByteDance Ltd., on national security grounds.",2026-09-04T13:41:57+00:00
14179,2025-02172,dropped_unverifiable,references EO 14365,2026-09-04T13:43:31+00:00
14181,2025-02174,dropped_unverifiable,references EO 14377,2026-09-04T13:44:22+00:00
14181,2025-02174,dropped_unverifiable,references EO 14378,2026-09-04T13:44:22+00:00
14184,2025-02180,dropped_unverifiable,shall take all necessary action ... to make reinstatement available to all members of the military (active and reserve) who were discharged solely for refusal to receive the COVID‑19 vaccine,2026-09-04T13:44:00+00:00
14186,2025-02182,dropped_unverifiable,references EO 14369,2026-09-04T13:43:42+00:00
14201,2025-02513,dropped_unverifiable,"All executive departments and agencies shall review grants to educational programs and, where appropriate, rescind funding to programs that fail to comply",2026-09-04T13:45:48+00:00
14201,2025-02513,dropped_unverifiable,The Secretary of State … shall rescind support for and participation in people‑to‑people sports exchanges,2026-09-04T13:45:48+00:00
14203,2025-02612,dropped_unverifiable,references Proc. 8693,2026-09-04T13:46:22+00:00
14203,2025-02612,dropped_unverifiable,"references Notice of January 20, 2026",2026-09-04T13:46:22+00:00
14210,2025-02762,dropped_unverifiable,"Sec. 3. (e) Developing Agency Reorganization Plans. Within 30 days of the date of this order, Agency Heads shall submit to the Director of the Office of Management and Budget a report that identifies any statutes that establish the agency, or subcomponents of the agency, as statutorily required enti",2026-09-04T13:46:50+00:00
14219,2025-03138,dropped_unverifiable,Agencies shall de‑prioritize enforcement of regulations that are based on anything other than the best reading of a statute,2026-09-04T13:47:32+00:00
14222,2025-03527,dropped_unverifiable,"Each Agency Head shall issue guidance, in consultation with the agency's DOGE Team Lead, to require that the relevant agency employee promptly submit a brief, written justification prior to that employee's approval of a payment under covered contracts and grants, subject to any exceptions the Agency",2026-09-04T13:47:40+00:00
14232,2025-03991,dropped_unverifiable,references EO 14289,2026-09-04T14:00:55+00:00
14246,2025-05519,dropped_unverifiable,shall ... require Government contractors to disclose any business they do with Jenner,2026-09-04T13:50:15+00:00
14247,2025-05522,dropped_unverifiable,"The Secretary of the Treasury … shall review and, as appropriate, revise procedures for granting limited exceptions where electronic payment … is not feasible",2026-09-04T13:51:04+00:00
14251,2025-05836,dropped_unverifiable,references EO 14343,2026-09-04T13:51:06+00:00
14253,2025-05838,dropped_unverifiable,references EO 14416,2026-09-04T13:51:24+00:00
14256,2025-06027,dropped_unverifiable,including the National Emergencies Act (50 U.S.C. 1601 et seq.),2026-09-04T13:56:07+00:00
14259,2025-06378,dropped_unverifiable,"duty‑free de minimis treatment ... is no longer available effective at 12:01 a.m. eastern daylight time on May 2, 2025.",2026-09-04T13:53:11+00:00
14262,2025-06381,dropped_unverifiable,"publish, along with any analysis it produces, on the Department of Energy's website within 90 days of the date of this order",2026-09-04T13:51:58+00:00
14266,2025-06462,dropped_unverifiable,"effective on or after 12:01 a.m. eastern daylight time on May 2, 2025",2026-09-04T13:52:47+00:00
14269,2025-06465,dropped_unverifiable,the order references Executive Order 14192 of January 31 2025 (Unleashing Prosperity Through Deregulation),2026-09-04T13:53:41+00:00
14269,2025-06465,dropped_unverifiable,the order references National Security Presidential Memorandum 1 of January 20 2025 (Organization of the National Security Council and Subcommittees),2026-09-04T13:53:41+00:00
14271,2025-06835,dropped_unverifiable,references EO 14369,2026-09-04T13:53:18+00:00
14272,2025-06836,dropped_unverifiable,Comments … shall be provided within 15 days of submission of the draft interim report …,2026-09-04T13:54:03+00:00
14273,2025-06837,dropped_unverifiable,"Within 60 days, the Secretary of Health and Human Services shall propose and seek comment on guidance for the Medicare Drug Price Negotiation Program",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 180 days, the Assistant to the President for Domestic Policy, in coordination with the Secretary, the OMB Director, and the Assistant to the President for Economic Policy, shall provide recommendations to the President on how best to stabilize and reduce Medicare Part D premiums",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 1 year, the Secretary shall develop and implement a rulemaking plan and select a payment model to improve Medicare value for high‑cost drugs",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 180 days, the Secretary shall publish a plan to conduct a survey to determine hospital acquisition costs for outpatient drugs",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 180 days, the OMB Director, the Assistant to the President for Domestic Policy, and the Assistant to the President for Economic Policy, in coordination with the Secretary, shall jointly provide recommendations on Medicaid drug rebates and innovation",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 90 days, the Secretary shall ensure future 340B grants are conditioned on health centers providing insulin and epinephrine at discounted prices to low‑income individuals",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 90 days, the Assistant to the President for Domestic Policy, in coordination with the Secretary, the OMB Director, and the Assistant to the President for Economic Policy, shall provide recommendations to promote a more competitive pharmaceutical value chain",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 180 days, the Secretary, through the Commissioner of Food and Drugs, shall issue a report with recommendations to accelerate approval of generics, biosimilars, and OTC reclassification",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 90 days, the Secretary, through the Commissioner of Food and Drugs, shall take steps to streamline the Importation Program for states",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 180 days, the Secretary shall evaluate and propose regulations to prevent Medicare payments from shifting care to costly hospital outpatient departments",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 180 days, the Secretary of Labor shall propose regulations to improve employer health‑plan fiduciary transparency of pharmacy benefit manager compensation",2026-09-04T13:55:45+00:00
14273,2025-06837,dropped_unverifiable,"Within 180 days, the Secretary or his designee shall conduct joint public listening sessions with DOJ, Commerce, and FTC and issue a report to reduce anti‑competitive behavior by drug manufacturers",2026-09-04T13:55:45+00:00
